Date,Temp,Temp_Min,Temp_Max,WS,WD,HUM,PRE,SP
11-01-2018,21.55,13.23,31.33,2.3,82.81,4.52,0,96.08
12-01-2018,22.94,15.19,32.19,2.64,74.06,5.13,0,95.99
13-01-2018,23.19,16.05,31.85,3.27,69.88,5,0,95.96
14-01-2018,24.01,16.24,32.54,2.51,73.19,5.68,0,95.97
15-01-2018,24.55,19.05,32.39,2.68,132.94,6.84,0,95.97
16-01-2018,23.26,15.74,32.11,3.18,133.69,5.19,0,95.85
17-01-2018,22.98,15.85,31.98,2.62,52.62,4.82,0,95.81
18-01-2018,22.21,14.33,31.26,2.89,52.81,4.09,0,95.92
19-01-2018,21.59,14.27,31.28,2.79,104.31,3.23,0,95.98
20-01-2018,21.84,13.82,31.56,2.34,98.19,3.23,0,95.91
21-01-2018,21.87,13.77,31.94,2.48,124.81,3.72,0,95.79
22-01-2018,21.44,13.16,31.19,3.15,135.06,3.91,0,95.63
23-01-2018,21.7,13.23,31.4,3.45,235.88,5.07,0,95.55
24-01-2018,20.37,13.65,29.6,4.03,301.69,4.15,0,95.69
25-01-2018,18.87,10.58,29.61,3.08,126.12,1.89,0,95.68
26-01-2018,18.9,10.49,29.55,2.8,27.44,1.65,0,95.72
27-01-2018,19.76,10.71,30.49,2.48,38.5,2.2,0,95.7
28-01-2018,20.88,11.82,31.4,2.36,88.5,2.62,0,95.78
29-01-2018,21.52,12.61,31.65,2.57,70.38,3.23,0,95.98
30-01-2018,23.39,16.08,32.24,2.05,50.94,3.3,0,96.01
31-01-2018,23.58,16.42,33.13,2.19,121.62,2.87,0,95.99
01-02-2018,23.05,15.37,33.05,2.67,21.81,2.56,0,95.94
02-02-2018,24.27,16.39,33.98,1.58,115.94,2.62,0,95.77
03-02-2018,24.43,15.08,33.46,1.8,170.56,2.81,0,95.77
04-02-2018,24.67,17.33,33.94,1.75,164.94,3.6,0,95.77
05-02-2018,23.94,16.36,33.01,3.23,159,4.58,0,95.98
06-02-2018,23.4,16.56,30.37,2.61,134.56,5.8,0,96.01
07-02-2018,23.59,18.83,30.25,2.43,199.88,4.94,0,95.85
08-02-2018,23.82,15.58,32.54,3.28,277,5.31,0,95.71
09-02-2018,22.91,15.12,31.69,3.22,266.94,4.76,0,95.73
10-02-2018,23.23,16.21,32.14,3.7,130,4.03,0,95.85
11-02-2018,24.4,16.05,32.21,4,158.5,7.63,2.55,95.82
12-02-2018,25.47,19.21,31.87,2.95,185.25,9.77,2.86,96
13-02-2018,24.42,18.6,30.99,2.59,137.94,10.13,1.5,96.18
14-02-2018,22.82,17.36,29.94,3.96,63.25,10.68,0.07,96.41
15-02-2018,22.08,14.73,30.67,3.09,63.88,7.26,0,96.41
16-02-2018,22.94,14.58,32.57,2.82,82.88,5.37,0,96.23
17-02-2018,24.01,16.9,33.9,2.24,158.75,4.58,0,95.84
18-02-2018,25.2,16.9,34.73,1.7,148.38,4.7,0,95.68
19-02-2018,25.66,17.56,35.16,1.99,77.75,5,0,95.7
20-02-2018,25.83,17.73,34.71,2.26,83.12,5.8,0,95.72
21-02-2018,26.1,17.82,34.44,2.37,113.06,6.9,0,95.63
22-02-2018,26.91,19.77,34.9,1.99,134.38,6.29,0,95.58
23-02-2018,27.35,19.02,35.36,1.64,144.75,6.29,0,95.62
24-02-2018,27.28,19.19,35.57,2.42,140.75,6.65,0,95.8
25-02-2018,27.3,19.01,35.94,2.77,119.5,6.04,0,95.88
26-02-2018,27.62,20.01,36.26,2.52,111.19,5.86,0,95.81
27-02-2018,27.73,19.66,36.4,3.09,52.44,5.62,0,95.75
28-02-2018,27.76,19.03,36.93,2.99,68.75,4.88,0,95.73
01-03-2018,28.21,19.44,36.96,2.16,99.62,5,0,95.62
02-03-2018,29.08,19.92,37.37,2.01,197.19,5.07,0,95.56
03-03-2018,28.98,20.44,37.26,2.15,255.12,5.07,0,95.48
04-03-2018,28.39,19.4,36.86,2.27,169.5,5,0,95.46
05-03-2018,28.9,21.26,37.51,2.78,249.06,5.37,0,95.55
06-03-2018,28.43,20.07,36.94,2.93,36.19,5.92,0,95.68
07-03-2018,29.06,20.92,36.99,3.51,100.19,6.1,0,95.62
08-03-2018,28.71,21.59,36.75,3.95,122.81,5.74,0,95.65
09-03-2018,28.6,20.26,37.16,3.09,104.94,5.92,0,95.69
10-03-2018,29.15,21.28,36.83,2.35,112.5,6.77,0.05,95.69
11-03-2018,28.4,23.44,34.98,2.26,74.38,7.51,0.81,95.74
12-03-2018,29.76,23.81,36.54,0.88,131.94,7.87,1.56,95.77
13-03-2018,29.71,21.53,37.38,2.38,162.94,7.2,0,95.7
14-03-2018,30.35,22.88,38.35,3.07,232.56,6.41,0,95.54
15-03-2018,28.04,22.25,35.15,3.84,268.25,5.86,0.17,95.61
16-03-2018,28.08,21.98,35.01,1.91,189.31,8,1.94,95.58
17-03-2018,27.07,18.89,35.26,2.17,135.5,7.93,0.02,95.62
18-03-2018,28.65,20.05,36.77,2.83,124.75,6.84,0,95.67
19-03-2018,30,22.37,37.49,3.43,169.12,7.87,0.19,95.76
20-03-2018,32.12,26.49,38.51,1.98,188.06,8.79,0.09,95.59
21-03-2018,30.42,24.34,37.3,3.07,292.12,6.71,0,95.51
22-03-2018,27.86,19.97,36.66,4.48,317.06,4.94,0,95.48
23-03-2018,27.44,18.72,36.09,3.57,317.31,4.33,0,95.52
24-03-2018,28.93,19.33,38.19,3.09,119.19,3.97,0,95.68
25-03-2018,29.45,22.05,38.06,4.06,41.62,4.15,0,95.86
26-03-2018,30.13,21.32,39.77,3.13,128.94,3.54,0,95.83
27-03-2018,30.73,22.45,40.31,2.5,171,3.6,0,95.6
28-03-2018,30.93,22.33,39.44,3.33,299.31,3.48,0,95.52
29-03-2018,30.97,22.24,40.91,3.8,328.19,3.3,0,95.46
30-03-2018,31.4,21.05,41.15,3.08,253.69,3.11,0,95.37
31-03-2018,31.44,21.13,41.12,3.16,322,3.23,0,95.31
01-04-2018,30.86,21.09,40.34,3.38,337.88,4.52,0,95.34
02-04-2018,31.29,21.31,40.69,2.7,256.25,3.72,0,95.4
03-04-2018,31.52,21.87,40.6,2.19,226.31,3.85,0,95.42
04-04-2018,32.45,22.83,41.06,2.78,257.75,4.27,0,95.25
05-04-2018,31.87,22.87,41.04,2.99,316.38,4.82,0,95.16
06-04-2018,31.24,23.3,38,1.51,219.25,5.8,0,95.3
07-04-2018,33.08,24.64,40.55,1.91,213.69,7.39,0.33,95.43
08-04-2018,30.36,24.19,38.07,4.24,167.75,8.67,1.22,95.55
09-04-2018,31.73,23.56,38.96,2.79,163.38,8.79,0,95.54
10-04-2018,32.19,24.87,38.72,2.88,177.44,8.73,0.73,95.43
11-04-2018,31.83,26.41,37.7,2.61,192.31,9.34,0.65,95.44
12-04-2018,32.41,25.01,39.36,1.63,214.19,8.48,1.26,95.35
13-04-2018,33.4,25.73,40.49,1.23,148.88,8.06,0,95.35
14-04-2018,34.01,27.12,41.14,1.84,276.44,7.69,0,95.29
15-04-2018,33.73,25.65,40.51,1.91,191.94,8.36,0.53,95.39
16-04-2018,34.55,27.46,41.23,2.59,165.44,9.83,0.03,95.5
17-04-2018,35.27,27.15,42.62,2.02,307.69,8.18,0.04,95.54
18-04-2018,34.95,27.77,42.9,4.52,332.38,6.96,0.02,95.46
19-04-2018,33.98,25.57,42.51,4.32,320.62,4.27,0,95.24
20-04-2018,33.63,25.05,42.33,5.34,306.44,5.37,0,95.24
21-04-2018,32.9,25.04,41.04,4.92,323.94,6.9,0,95.36
22-04-2018,33.28,24.36,41.72,3.55,335.06,5.25,0,95.35
23-04-2018,33.32,23.58,42.4,3.2,300.81,3.6,0,95.34
24-04-2018,32.8,23.21,42.21,3.3,204.19,2.81,0,95.36
25-04-2018,32.58,22.45,41.86,2.7,272.69,2.56,0,95.29
26-04-2018,32.11,21.76,41.55,2.91,231.56,3.05,0,95.24
27-04-2018,34.12,23.42,42.4,1.41,253.94,4.09,0,95.33
28-04-2018,35.15,24.64,43.47,2.23,316.81,5.55,0,95.33
29-04-2018,35.38,27.31,43.86,6.03,318.06,7.14,0,95.2
30-04-2018,34.7,25.63,43.13,6.66,309.81,7.26,0,95.11
01-05-2018,35.36,26.12,43.83,4.38,312.44,7.63,0,95.2
02-05-2018,35.37,25.86,43.77,3.39,311.88,6.9,0,95.2
03-05-2018,35.38,26.97,43.24,2.76,240.62,7.81,0.02,95.25
04-05-2018,35.21,27.12,42.54,2.02,276.5,6.9,0.05,95.32
05-05-2018,35.26,26.74,42.95,2.91,296.5,6.84,0,95.33
06-05-2018,35.96,27.05,43.62,2.48,257.19,8.42,0,95.34
07-05-2018,35.31,28.71,42.24,4.45,303,7.87,0,95.32
08-05-2018,34.26,26.47,42.01,5.22,319.56,7.45,0,95.24
09-05-2018,34.08,26.06,41.97,5.22,331.94,6.9,0,95.32
10-05-2018,35.37,26.86,42.78,1.93,329.12,6.71,0,95.38
11-05-2018,36.04,27.58,43.42,3.67,325.31,6.77,0,95.22
12-05-2018,35.83,29.19,42.85,6.05,321.94,7.57,0,95.2
13-05-2018,34.76,26.85,41.59,4.69,302.31,8,0.11,95.21
14-05-2018,35.3,27.8,42.51,5.76,303,9.34,0.08,95.21
15-05-2018,34.15,25.72,41.69,3.23,304.19,8.18,0,95.19
16-05-2018,35.68,28.73,42.33,3.57,327.12,8.73,0.01,95.08
17-05-2018,35.97,28.15,42.86,3.51,294.56,7.93,0.24,95.07
18-05-2018,35.98,28.5,42.93,5.32,303.38,7.75,0.01,95
19-05-2018,35.58,28.84,43.24,5.18,315.75,7.32,0,94.98
20-05-2018,35.35,26.87,43.34,5.4,325,7.51,0,95.03
21-05-2018,35.62,27.19,43.39,5.66,326.75,7.81,0,95.04
22-05-2018,35.94,27.96,43.52,4.38,330.44,8,0.03,95.08
23-05-2018,35.82,28.58,42.77,2.38,293.81,8.42,0.02,95.02
24-05-2018,36.59,30.36,44.23,5.7,300.94,7.02,0,94.89
25-05-2018,35.56,27.62,43.27,6.34,318.75,7.69,0,94.9
26-05-2018,35.8,27.88,43.19,5.18,336.56,6.96,0.65,94.88
27-05-2018,36.01,27.67,44.03,3.77,222.62,9.28,3.15,94.85
28-05-2018,37.09,30.58,44.28,3.92,283.69,10.38,0,94.67
29-05-2018,36.58,29.48,43.37,5.56,298.5,11.35,0,94.68
30-05-2018,36.32,28.32,43.19,3.41,276.81,11.66,0,94.73
31-05-2018,35.74,29.13,42.21,3.59,263.19,13.06,0.24,94.92
01-06-2018,34.37,27.81,40.84,3,230.12,14.4,6.27,95.06
02-06-2018,32.9,27.94,38.79,4.09,234.44,15.5,6.5,95.09
03-06-2018,32.24,26.54,38.37,3.82,280.75,16.11,5.13,94.96
04-06-2018,32.08,25.55,38.31,4.66,282.81,16.66,6.46,94.84
05-06-2018,31.16,26.11,36.62,4.29,294.62,17.82,24.18,94.88
06-06-2018,30.55,25.64,35.48,4.55,304.5,17.4,2.74,95.07
07-06-2018,30.12,25.84,35.24,4.52,282.81,18.49,10.2,94.84
08-06-2018,28.93,25.55,32.73,4.41,270.12,18.68,15.85,94.69
09-06-2018,29.25,24.63,35.48,5.52,282.69,17.21,7.85,94.55
10-06-2018,27.11,23.81,30.97,5.76,266.31,18.8,31.45,94.63
11-06-2018,28.83,24.48,34.08,6.58,275.38,17.88,3.96,94.73
12-06-2018,28.33,24.79,33.14,6.29,267.88,17.7,0.08,94.73
13-06-2018,30.41,23.98,37.63,6.07,274.81,16.91,0,94.78
14-06-2018,30.34,24.01,37.82,6.22,279.25,15.56,0,94.9
15-06-2018,29.87,23.44,36.94,5.55,264.12,15.62,0.84,95.02
16-06-2018,29.39,23.53,35.68,5.27,263,15.08,0.06,95.16
17-06-2018,28.95,23.27,35.12,5.24,258.88,15.56,0.28,95.08
18-06-2018,29.67,23.96,35.55,4.05,252.19,16.66,0.32,94.95
19-06-2018,30.03,24.93,35.16,3.15,265.69,17.46,4.11,94.91
20-06-2018,27.43,24.83,29.82,1.36,262.81,18.49,15.96,94.98
21-06-2018,28.1,25.01,31.59,2.52,276.44,19.1,20.41,94.97
22-06-2018,27.83,23.93,31.89,2.12,231,18.25,12.12,94.98
23-06-2018,27.34,24.18,31.38,2.54,289.5,18.43,13.4,94.93
24-06-2018,26.8,23.3,31.2,4.04,244.31,17.7,2.22,94.94
25-06-2018,27.19,23.58,33.15,8.22,243.56,17.27,3.66,94.76
26-06-2018,26.31,23.61,30.69,6.7,255.56,17.7,19.49,94.72
27-06-2018,25.98,23.41,29.57,5.17,267.69,18.01,6.74,94.71
28-06-2018,25.69,23.2,28.97,3.58,247.62,17.64,8.32,94.81
29-06-2018,26.98,22.69,32.24,4.38,245.44,16.6,7.02,94.91
30-06-2018,27.28,22.55,32.5,3.23,239.62,16.48,2.78,95.07
01-07-2018,28,22.65,33.55,3.05,238.12,16.48,3.19,95.09
02-07-2018,27.12,23.01,31.97,3.78,243.62,17.64,12.2,95.01
03-07-2018,26.04,23.11,30.01,6.92,241.75,16.97,3.31,95.02
04-07-2018,26,22.54,30.24,6.18,248.69,17.03,1.91,95.05
05-07-2018,25.87,23.09,30.05,5.28,268.75,18.31,13.84,95.01
06-07-2018,25.3,23.22,28.14,5.84,283.62,17.94,11.31,94.96
07-07-2018,25.33,23.21,27.8,5.69,298.5,18.55,8.22,94.76
08-07-2018,26.05,23.16,30.14,5.35,295.31,18.8,14.94,94.71
09-07-2018,24.8,23.08,27.22,5.66,278.12,17.76,8.15,94.74
10-07-2018,23.8,22.32,25.5,5.46,273.81,17.46,21.9,94.76
11-07-2018,24.62,21.51,28.45,7.03,264.69,17.4,21.16,94.74
12-07-2018,25.39,22.65,29.44,6.6,267.75,17.7,11.15,94.68
13-07-2018,25.57,21.08,30.78,5.02,274.88,16.66,7.72,94.71
14-07-2018,25.35,21.87,28.76,5.02,263,17.7,12.7,94.68
15-07-2018,25.85,23.08,29.65,5.88,252.31,18.49,6.57,94.54
16-07-2018,25.6,22.8,28.73,6.41,248.56,18.86,8.85,94.48
17-07-2018,24.59,22.75,27.44,6.49,255.69,18.01,13.57,94.63
18-07-2018,25.15,22.51,28.95,5.6,262.25,17.76,0.59,94.78
19-07-2018,26.27,22.23,31.23,5.77,263.06,18.07,0.28,94.76
20-07-2018,24.89,22.19,28.9,5.77,256.88,17.94,3.9,94.79
21-07-2018,24.86,22.46,27.99,6,249.31,17.7,8.59,94.86
22-07-2018,24.73,22.42,28.46,5.24,264.31,17.7,5.49,94.87
23-07-2018,24.19,21.37,26.96,4.99,262.19,17.33,7.82,94.84
24-07-2018,25.43,21.61,29.69,5.59,259,17.27,1.73,94.98
25-07-2018,25.29,21.61,29.84,5.46,258.25,17.21,2.14,95.03
26-07-2018,25.33,22.07,30.19,5.72,258.94,17.15,0.7,95.06
27-07-2018,25.88,22.03,31.1,5.14,262.19,17.09,0.05,95.04
28-07-2018,26.31,21.64,31.62,4.37,273.12,17.52,0,95.04
29-07-2018,26.42,22.12,31.28,5,285.38,17.46,0,95
30-07-2018,26.26,22.23,31.17,4.54,281.69,17.52,1.2,94.99
31-07-2018,26.01,21.83,30.82,5.17,282.06,17.09,0.23,94.99
01-08-2018,26.41,22.33,31.13,5.43,278.75,17.33,0.31,95.04
02-08-2018,26.4,22.12,31.58,5.24,285.94,17.4,0.06,95.2
03-08-2018,26.29,21.91,31.43,5.8,279.75,17.09,0,95.27
04-08-2018,26.36,21.71,31.91,5.59,275.69,17.03,0,95.2
05-08-2018,25.93,21.99,30.87,5.57,281.25,16.91,0.73,95.17
06-08-2018,25.89,21.69,31.17,5.93,281.06,16.54,0.12,95.02
07-08-2018,25.66,21.8,30.12,5,283.62,16.66,0.58,94.88
08-08-2018,24.35,22.2,27.26,5.11,282.19,16.72,1.06,94.86
09-08-2018,25.87,21.71,31,4.93,281.75,17.21,1.84,95.08
10-08-2018,26.23,22.08,31.23,6.16,290.12,17.27,0.69,95.21
11-08-2018,25.08,22.25,28.63,5.8,290.38,17.46,11.3,95.06
12-08-2018,25.36,22.07,29.71,5.62,274.5,17.27,4.01,94.83
13-08-2018,25.87,21.91,31.01,4.8,259.62,17.4,2.91,94.82
14-08-2018,26.05,21.72,31.19,4.95,300,17.33,0.84,94.82
15-08-2018,24.73,22.62,27.27,5.15,302.06,18.07,28.45,94.8
16-08-2018,24.43,22.98,26.21,7.7,306.19,18.68,83.37,94.53
17-08-2018,24.02,22.12,26.98,8.41,266.19,17.46,38.44,94.5
18-08-2018,24.03,21.7,26.82,5.01,272.12,17.27,1.79,94.8
19-08-2018,25.2,21.55,30.1,5.6,284.19,17.7,7.96,94.87
20-08-2018,23.55,21.74,26.58,6.44,280.12,17.33,27.61,94.88
21-08-2018,23.66,21.59,27.04,7.66,271.25,17.27,43.7,94.9
22-08-2018,25.23,21.4,30.03,5.77,270.44,17.58,2.23,95.04
23-08-2018,25.04,21.91,29.34,5.66,278.88,17.46,0.62,95.17
24-08-2018,25.3,21.3,30.26,5.16,283.19,17.52,1.34,95.19
25-08-2018,24.87,21.44,29.38,4.95,273.81,17.27,0.59,95.16
26-08-2018,24.5,21.3,28.1,4.59,273.62,17.03,4.42,95.06
27-08-2018,24.35,21.52,28.55,3.98,285.69,17.15,4.73,95.05
28-08-2018,23.57,21.48,27.21,3.8,288.38,16.42,0.27,95.06
29-08-2018,24.52,21.12,28.68,3.66,286.44,16.85,0.27,95.17
30-08-2018,24.83,21.27,29.14,4.38,290.75,17.03,0.31,95.18
31-08-2018,24.1,21.06,28.08,4.48,290.19,16.72,3.55,95.22
01-09-2018,24.14,21.06,28.33,4.39,293.94,16.54,0.16,95.32
02-09-2018,24.6,21.26,28.57,3.99,281.62,17.09,2.18,95.32
03-09-2018,24.9,20.72,29.94,4.32,279.94,16.78,0.07,95.32
04-09-2018,24.49,20.41,29.44,4.52,289.75,16.3,0.4,95.38
05-09-2018,24.19,20.31,28.89,5.18,297.19,15.99,0.14,95.31
06-09-2018,23.61,20.29,28.33,5.34,298.69,15.5,0.43,95.22
07-09-2018,23.55,20.26,28.18,4.6,295.38,15.38,0.57,95.25
08-09-2018,23.55,19.47,29.13,3.83,274.19,14.59,0.35,95.29
09-09-2018,24.33,18.66,29.3,1.97,247.44,14.71,0.04,95.48
10-09-2018,24.47,19.76,29.4,2.24,318.81,15.69,0,95.7
11-09-2018,24.8,20.73,28.76,1.9,274.88,16.05,0,95.74
12-09-2018,24.89,20.77,29.79,2.66,292.88,15.87,0.34,95.53
13-09-2018,24.33,18.94,29.98,2.69,290.31,14.34,0.05,95.46
14-09-2018,24.68,19.55,29.98,2.07,233.12,15.69,0,95.51
15-09-2018,25.16,19.76,30.35,2.01,306.94,16.36,0,95.58
16-09-2018,25.2,20.72,30.11,2.44,278.56,16.6,0.1,95.43
17-09-2018,24.87,21.84,29.38,3.16,336.38,16.66,0.71,95.33
18-09-2018,24.62,20.01,29.92,3.73,334.69,16.3,1.15,95.36
19-09-2018,25.06,20.64,30.19,3.55,310.38,16.3,0.94,95.33
20-09-2018,25.55,20.98,31.33,4.17,338.75,16.24,1.77,95.13
21-09-2018,24,21.32,27.34,4.55,309.31,17.03,20.07,94.96
22-09-2018,25.18,21.74,30.04,5.53,251.88,17.09,15,95.14
23-09-2018,25.1,20.16,30.45,2.33,194.38,15.69,0.01,95.64
24-09-2018,25.57,20.88,30.45,1.91,188.31,16.91,3.13,95.67
25-09-2018,25.51,20.98,30.28,2.13,305.69,16.97,0.01,95.62
26-09-2018,25.43,20.15,30.74,2.21,134.88,15.87,0.03,95.54
27-09-2018,25.72,20.55,30.87,1.42,116.12,15.62,0.11,95.56
28-09-2018,25.87,20.88,31.12,1.7,124.56,15.81,0,95.62
29-09-2018,25.87,21.3,31.38,1.85,99.62,15.62,0,95.65
30-09-2018,25.73,19.98,31.43,1.76,151.75,14.89,0,95.63
01-10-2018,25.87,21.1,31.69,1.98,101.5,15.2,0,95.62
02-10-2018,25.27,20.07,31.51,2.48,119.75,15.14,0,95.7
03-10-2018,25.23,20.07,31.65,2.43,110.5,14.89,0,95.66
04-10-2018,24.86,19.34,31.05,2.29,101.38,14.71,0,95.69
05-10-2018,24.98,19.55,31.44,2.8,96.5,14.89,0,95.76
06-10-2018,25.3,20.18,32.04,2.45,107.25,14.4,0,95.73
07-10-2018,25.31,20.8,31.9,2.96,106.81,14.16,0,95.7
08-10-2018,25.39,20.06,31.94,2.72,115.81,13.24,0,95.65
09-10-2018,26.23,21.14,32.09,1.88,138,12.82,0,95.54
10-10-2018,25.72,19.26,33.37,3.02,202.94,11.78,0,95.46
11-10-2018,25.65,18.74,33.53,4.29,220.38,12.33,0,95.41
12-10-2018,25.17,19.6,33.26,4.12,23.62,12.33,0,95.57
13-10-2018,24.28,17.88,32.35,2.73,57.06,11.47,0,95.76
14-10-2018,25.19,17.49,33.12,2.34,46.25,11.47,0,95.82
15-10-2018,25.57,20.05,33.21,1.79,122.25,11.72,0,95.9
16-10-2018,24.27,17.41,32.4,2.64,113.75,10.56,0,95.93
17-10-2018,25.08,18.08,32.94,2.31,109.25,11.6,0.08,95.82
18-10-2018,25.83,19.82,32.76,2.08,108.75,12.76,0,95.76
19-10-2018,25.93,19.44,33.75,2.14,131.81,12.21,0,95.81
20-10-2018,26.08,19.8,34.12,2.51,120.88,12.15,0,95.92
21-10-2018,26.27,19.01,34.67,2.13,118.88,11.78,0,95.95
22-10-2018,26.19,20.12,34.12,1.98,202.12,11.54,0.06,95.88
23-10-2018,26.15,19.61,34.32,1.78,131.19,10.5,0.01,95.85
24-10-2018,25.67,18.5,34.16,2.27,51.56,9.46,0,95.87
25-10-2018,25.33,18.98,33.86,2.43,100.81,9.34,0,96.01
26-10-2018,25.04,17.43,33.98,2.62,120.94,9.09,0,96.09
27-10-2018,25.81,18.76,34.11,2.18,118.38,9.22,0,96.04
28-10-2018,25.44,19.15,33.75,2.93,44.88,9.16,0,95.97
29-10-2018,23.31,16.83,32.15,3.55,55.5,8.48,0,95.88
30-10-2018,22.58,14.81,31.8,3.32,74.44,9.4,0,95.85
31-10-2018,23.4,15.98,32.03,3.57,82.19,10.25,0,95.86
01-11-2018,24.3,17.6,32.21,3.49,84.62,11.72,0,95.83
02-11-2018,25.19,18.15,33.25,2.88,87.69,12.21,0,95.78
03-11-2018,26.55,20.01,33.51,2.32,120,12.88,0,95.79
04-11-2018,27.02,21.41,33.27,2.38,135.69,13.73,1.07,95.84
05-11-2018,26.08,22.62,31.66,1.83,176.5,14.4,1.24,95.86
06-11-2018,26.05,21.23,32.46,1.88,104.75,12.94,0,95.91
07-11-2018,24.51,17.22,33.74,2.38,95.56,8.06,0,95.93
08-11-2018,23.98,15.83,33.9,2.34,47.5,7.69,0,95.84
09-11-2018,24.09,16.79,34.07,2.13,110.88,7.02,0,95.75
10-11-2018,24.04,16.69,34.03,2.3,53.19,5.74,0,95.83
11-11-2018,23.62,15.56,33.33,2.02,58.56,5.31,0,95.93
12-11-2018,23.28,15.94,32.81,2.23,79.88,5.07,0,95.86
13-11-2018,23.34,16.48,33.12,2.36,114.38,5.13,0,95.66
14-11-2018,23.14,15.19,33.29,2.76,112.81,5.68,0,95.68
15-11-2018,23.54,15.55,33.06,2.96,86.06,6.23,0,95.87
16-11-2018,24.59,17.07,33.87,1.76,53.25,5.98,0,95.88
17-11-2018,24.15,15.83,33.83,1.94,86.88,6.1,0,95.78
18-11-2018,25.74,17.66,34.41,2.06,117.44,8.85,0,95.75
19-11-2018,26.38,21.78,32.19,2.35,115.5,12.39,3.96,95.95
20-11-2018,26.62,21.87,32.91,2.06,92.38,12.15,0.18,96.01
21-11-2018,25.12,20.03,32.31,2.55,86.31,9.89,0,96.03
22-11-2018,24.47,17.83,32.69,3.05,99.94,8.42,0,96.09
23-11-2018,24.22,17.35,32.38,2.95,97.62,7.75,0,96.24
24-11-2018,24,16.77,32.17,1.95,93.31,7.08,0,96.22
25-11-2018,23.37,15.75,31.89,2.05,42.06,6.29,0,96.13
26-11-2018,23.51,16.12,32.65,1.88,52,5.25,0,95.96
27-11-2018,22.58,14.58,31.9,2.61,93.12,5.25,0,96.01
28-11-2018,21.57,13.75,30.47,2.97,97.38,5.74,0,96.06
29-11-2018,21.94,14.73,31.42,2.52,89.75,5.98,0,96.16
30-11-2018,22.59,15.37,31.24,2.1,74.38,6.35,0,96.16
01-12-2018,22.26,16.11,29.78,2,94.88,6.84,0,95.97
02-12-2018,21.51,14.84,29.99,2.57,105.25,7.08,0,95.81
03-12-2018,22.21,15.4,30.75,2.88,106.12,7.02,0,95.89
04-12-2018,22.46,16.23,30.3,2.8,77.62,7.2,0,96.02
05-12-2018,23.15,17.66,30.46,1.73,130.44,7.63,0,95.89
06-12-2018,23.12,16.01,30.81,2.39,133.12,9.16,0,95.73
07-12-2018,23.65,16.46,31.94,1.88,130,8.85,0,95.75
08-12-2018,24.55,17.8,32.51,2.77,131.12,9.46,0.35,95.8
09-12-2018,24.48,17.76,32.45,1.87,150.81,9.7,1.52,95.72
10-12-2018,22.82,16.9,31.85,2.77,267.25,7.69,1.62,95.68
11-12-2018,20.15,12.69,29.72,3.03,183.56,4.52,0,95.85
12-12-2018,20.1,11.57,30.26,2.53,112.31,5,0,95.93
13-12-2018,20.12,12.94,28.87,3.08,27.31,5.68,0,96.1
14-12-2018,19.55,12.68,28.05,3.44,48.56,5.86,0,96.24
15-12-2018,19.37,13.08,27.74,3.6,63.75,6.53,0,96.26
